,message,label
20836,"Hi, I never received a phone call about setting up a new claim for my laptop that came back from repair still broken",0
505,"Cannot send picture mail,error message say not activated on network",0
41740,"Hey Tech Expert, I have a question:",0
12101,My phone keep saying invalad s SIM card,0
37423,How much was my last payment I paid??,0
1252,Hello my name is Mabel real. ,0
1708,"Hello, I am reaching out to remove Sprint Complete from my account.",0
36414,Can I restore the photos that I just deleted ,0
2186,"Can't  reset phone. Have problems with passwords.
",0
3695,👍👍👍,0
39555,"Hello, I accidentally added sprint complete on the line SSN9 and I’m trying to cancel the add on service ",0
30776,How to delete old photos ,0
37571,Hi I need to make sure the insurance is removed on all phones ,0
25614,Why does my phone keep dropping calls?,0
9254,Why can't people hear me over the phone?,0
39784,I am already enrolled in complete my home. Why is it asking me to join?,0
25770,"Cracked screen 
",0
8572,I would like to cancel the insurance on my phone ,0
37831,I need to cancel my sprint complete ,0
16498,I’m trying to activate my replacement phone,0
17379,Device is broken,0
28109,i have a question.,0
25733,I cracked my screen when can i get it repaired,0
25546,"Hiw do I see my bill
",0
18895,I want to remove the protection plan from lines 337-780-8093 and 337-693-6605.,0
6860,Can you reboot the cellphone no.SSN6 because there is the voice will always say tap 2times,0
25896,How do I activate my new phone?,0
31522,Remove sprint complete ,0
5642,Hi ! I see charges on my bill about sprint complete that I said no to the sale rep,0
2323,im all good,0
38781,I can't turn my phone off,0
28726,Hello,0
4120,"Hello, I need to start a claim what do I do ?",0
25884,I need help filing a claim on a MacBook Air and a Samsung TV.  Can you help?,0
15017,Toddrick Davis,0
26428,hi-i want to get rid of sprint complete starting next billing period,0
28483,My network is messing up and texting is also messing up ,0
32502,hi,0
2301,"Hi there, I have two protection plans that I would like cancelled. One is $19, the other $7.60. ",0
33539,Hello,0
8100,Can a tech expert please call ,0
39911,hi,0
7383,Please remove Sprint Complete and refund any charges previously charged to my account.  I never signed up for the service.,0
20961,What’s is this for I have Protection on all my phones,0
40802,Personal hotspot won’t connect ,0
38288,Is my phone unlocked?,0
1799,Data connection issues ,0
30354,I would like to cancel my sprint complete insurance for lines 714-718-4346 and l714-231-6064,0
32394,Hi i have a phone that is cracked screen and the charger port is not working right i called insurance they told me to call spirit store call sprint store they say call insurance i told them i did they directed me to t mobile they say they cant help me due to covid 19.i have warranty on phone help,0
735,please remove insurance on SSN6,0
27399,How do I remove moisture detector warning,0
23765,Aloha,0
2641,i enrolled in this insurance yesterday at my sprint store.  I was under the impression that it covered our cell phones too.,0
16250,how are u closed when u open @ 6 am?,0
34892,I need to change my  area code and number ,0
14929,Sign into hulu,0
4704,Pay bill,0
32864,"Good morning, I have  the service but never used it, and I will like to know my user mame and how set up a password.",0
1816,Data connection issues,0
21850,I received charges on my charge card for vivd5 an I didn't download or buy this feature or wat ever it is,0
30453,How do i active Tidal to stream music?,0
7062,Cracked screen,0
39288,Bill pay,0
24642,Can you fix my service? I'm not getting LTE ,0
4007,Data issues ,0
6934,Service added to DIGIT_REDACTION without our request. Please cancel immediately,0
13906,"Hello, I recently was instructed by a tier 2 tech to go and replace my SIM card and that would fix the issue I’ve been having but it has not. Can someone provide me with some assistance?",0
34274,"I was told by chat that to fix the crack on the Samsung A50 my deductible was 125.00 plus tax. Why am I paying $15.00 for protection, tyhis a poor protection plan. IAre they correct in what they are sayin ?",0
36990,something is wrong with my Network my phone isnt working properly without wifi,0
23206,Update date on my phone,0
39372,"My phone is having issues charging
",0
28383,Need to remove sprint complete from my plan.,0
37272,Can’t get cellular service on my new phone ,0
38827,Phone repair,0
31344,My phone is acting horribly. I don't get reception and the calls keep dropping,0
36394,194972,0
23067,I am unable to block people on Facebook...and something needs to be done about my bill...,0
34411,"I’m having a lot of problems with my iPhone max it’s been shutting off while dialing, while on calls, my battery can have a full charge and it dies less than 4 hours. When I’m of different sites if it’s a button I need to touch in the right hand corner I have to touch it several times to get it to work. ",0
30410,They added the insurance for my phone to my plan and I do not want the insurance. ,0
23455,How do I activate my new phone?,0
16245,Yes,1
22577,I just need to remove the insurance from DIGIT_REDACTION,0
25291,"my wife's i phone has a cracked screen.She has Sprint Complete.The local Sprint store said they could not replace /repair for $29.00 ,it would cost $60.00.What is up?",0
10171,I nee. To activate my new phone ,0
25187,I need more help. Let's pick up where we left off.,0
6037,Hello,0
30388,I don't have internet ,0
19922,I was wondering on one of my phones the screen cracked. How much would it be to fix?,0
28922,I have a claim # already and I have an appt to get my phone fixed but my brother just had an issue with his phone and you guys are sending him a new on rather than have it fixed is there anyway I could get a phone sent to me rather than wating a week for an appt,0
4774,How too file a claim,0
22241,I need my caller ID reset. Your technician yesterday knocked it out I have no caller ID,0
2667,Cracked screen ,0
21818,no Bonnie was very helpful. I had to walk away from my laptop.,1
33747,I need to remove the insurance from my phone,0
33889,Pay bill,0
11106,Hello just wanted to get my screen repaired ,0
39218,i need sprint complete removed from 2 numbers... (816) 668-4851 and (816) 679-6809. ,0
14041,i want to remove the protection plan for my phone,0
15846,Hi I recently upgraded my phone and got a new one and all of my pictures did not transfer to my new iPhone I am missing a lot of them is there any way you can help me?,0
17305,Forgot username and password ,0
17055,Does this tablet have a fingerprint scanner ,0
38459,I just need to cancel the insurance for the line ending in PIN_CODE ,0
5670,I have a phone with a cracked screen,0
15588,Back up my daya,0
34645,Hi! Can you help me get started with my new phone?,0
33275,Ciao,0
23247,Hi,0
40772,Add sprint complete ,0
32927,I lost my phone,0
38117,My phn screen is cracked on both sides ,0
19646,Hey sprint. I’m trying to remove sprint complete coverage on a new line I added. The store wasn’t suppose to keep it on but has. Can you please remove for me,0
34831,Deseo cancelar seguro,0
36763,Cant remember username and password,0
13505,I just received my new phone and don't li,0
33042,Scam app,0
36927,How to backup to cloud?,0
14659,I'm having issues receiving 4g lte . I usually get 4glte where I'm at,0
31230,Thank you so much bye for now,0
8245,"Cracked screen
",0
33997,"I had a phone repaired, where they changed the serial number, and now my old SIM card won’t work ",0
25048,How do I put an insurance claim ,0
6474,Scam blocker,0
39269,How do I contact customer service?,0
19540,I activated my new phone yesterday with with the same sim card I’ve always had. I was told it would take up to 24 hours to back up my photos and contacts but it’s been well over that time period and I still have nothing backed up,0
999,"I need to cancel the sprint complete on 
my account",0
26651,Hi! I’ve been having a problem with my phone...,0
12704,Hello I was checking to see if Sprint offer Hulu for free,0
35843,Repair phone,0
8222,Please cancel Sprint Complete,1
8186,Okay thank you,0
467,How do I find my trash in my camera app??,0
15473,My phone is in roaming while I'm at h,0
18912,"Hey Tech Expert, I have a question:",0
30826,"Hi, I like to cancel insurance for all my 3 phones",0
18198,Cancel the insurance add ons on my accounts ,0
10721,How do i cancel my insurance on my phones,0
25123, I wanted to know about my phone is getting hot not turning on the screen when the phone rings is black and I can't answer the call I need the latest on that ,0
16264,Yes it was that I you very much,1
16119,The phone service is trouble no,0
37856,I have a cracked screen,0
31602,ok thank you,0
28044,cancel sprint complete,0
19793,I dont have a question thank you,1
5543,Can I see my future bill dates?,0
30082,Laptop service,0
11624,J,0
12792,Hello,0
36369,Need voice mail help,0
33026,Dorean Edwards ,0
8359,I am needing to activate my replacement phone and number ,0
19639,My phone says I need to activate my number all of a sudden,0
22635,How do I activate my new phone?,0
35417,Like I said I'm busy ,0
32291,Why does my phone keep dropping calls?,0
36009,"Hello, I am reaching out to remove Sprint Complete from my account.",0
14067,I would like to speak to someone in sales regarding an upgrade with a special promotion that is linked to our account can somebody call me on my home number?,0
1491,Repair,0
29907,hello,0
14320,Does SquareTrade handle your phone insurance now?,0
41154,Need to set up a new phone and return and broken phone,0
32285,My phone continues to drop calls nearly every time I use it.  Is it my phone or the service?,0
31769,Pictures won't send in text,0
27338,I'm still having network issues. Phone will still not work outside of my house. Text don't send. Can't search on the internet. ,0
4330,"I just switched to a pixel from Samsung device and I'm wondering, where is voicemail? I tried searching the global settings and all I find is a Google application",0
40574,Hello,0
33117,my app for voicemail wont show anything instead I'm getting text saying i have voicemail,0
24612,Hi! Can you help me get started with my new phone?,0
5033,Why I don’t receive my FaceTime calls when I’m on the phone?,0
10480,Transfer from Sprint iPhone to new iPhone ,0
26335,i would like to cancel the sprint complete on SSN2,0
23938,Why have i had more issues connecting to internet since merger with t mobile. I will.have 3 or 4 bars and get message no internet when go to use. ,0
3444,I'm so fucking sick of this bullshit company ,0
6462,I want to cancel my sprint Complete protection,0
39944,"Hello, we are no longer needing phone insurance for our I phones",0
2601,Does the Sprint complete my home cover Iphones?,0
6026,How do I get my screen repaired,0
3244,I am unable to send any ou,0
34350,I'd like to cancel my protection plan. thx,0
2007,Thanks,1
37370,Screen broken ,0
25605,Hello,0
41706,Remove iPhone insurance ,0
38192,Viruses ,0
1773,Thanks,0
26809,Hi! Can you help me get started with my new phone?,0
1670,Hello ,0
35948,I filled a claim on my sons phone because the screen wasn’t working but it got stolen how can I get a replacement ,0
2067,Hi! Can you help me get started with my new phone?,0
17346,"What coverage does my smart watch have
",0
33129,Hi there. I have two phone lines on my account. The phone associated with the other number is having technical issues and cannot download this app for support. Is there a number to call?,1
555,How do I set up my voicemail?,0
31232,You too!!!,0
31437,"Thanks
",1
35107,I cannot access my sprint complete app on my phone. It says I have connectivity issues ,0
4056,I need to cancel the Sprint Complete ($9 charge) that was added to the MiFi hotspot that I just purchased.  The number for my hotspot is (DIGIT_REDACTION,0
21902,I don't appreciate getting atext stating that I owe 200 and something dollars when I go in my billing and it is 109.46 due by 08/20.,0
17882,I am trying to get my Galaxy Tab A to sink with my Samsung S 10 phone so I cam make and receive call on the Tab.,0
20602,CAN YOU REMOVE THE INSURANCE ON ALL 4 PHONES,0
24577,how do i get my screen repaired,0
15587,I would like to remove the insurance of 2 phones,0
3303,The apple watch number is not working. ,0
16270,How can I upgrade my phone?,0
38657,"Hi, pls can you remove the insurance on 4052047629 and 4058752466",0
16589,Remove the protection plan from my bill,0
35307,I would like to remove insurance from one of my lines,0
2887,Where can I get my cracked screen fixed,0
16095,Why is my phone so slow to send and receive with group texts messages?,0
22542,My camera isn't working. It will not focus. Where can I get it fixed?,0
4771,My phone won't let me make any calls it shows a message of not in network when I try to make a call,0
34779,Hi! Can you help me get started with my new phone?,0
31366,"Hello, I am having issues with my phone. While talking to someone the phones just hangs up the call, when I try to call back or the person tries to call me back we can’t hear each other. This has been going on for about two weeks now, please help....",0
10452,I would like to cancel my sprint complete insurance,0
37628,Hello,0
25041,I need to remove sprint complete from one of my phone lines,0
15050,hello! i would like to remove the protection plan for DIGIT_REDACTION,0
26397,U too,0
21292,Hi! Can you please cancel protection plan for my apple watch and tablet,0
8506,I  believe I got overcharges ,0
18448,Upgrade Information ,0
36244,I want to use my blue tooth for music but hook it to speaker whats my name ofmy device,0
13209,Where i can cancel the service for mysprint home complete,0
23887,Hi I am nashely Salguero ,0
5124,My battery don’t keep charge ,0
15016,Hi! Can you help me get started with my new phone?,0
33694,I am suppose to contact y’all when I have received my new SIM card because the one I am using was thought to be faulty ,0
27644,How much is it to replace my screen?,0
13970,Hello I think I need to make a claim on one of my lines. Won’t work and just started blinking now screen don’t even light up unless on charger. Can see notifications at top but can’t turn it off or anything,0
4528,Can u enable my other phone SSN0,0
6596,I would like to cancel the insurance on my ipad pls ,0
7808,Hello I would like to cancel my sprint complete on one of my devices,0
14378,I recently purchased a phone from Apple and they are going to be taking over the insurance of the phone. I need to remove the phone insurance from my sprint bill,0
19433,Phones won't stay connected ,0
26717,Do I have rode side assistance with sprint?,0
16073,?,0
29246,I need to have insurance removed from a line ,0
40994,"That is the call number.
Cx says prev rep also prmised an Apple watch 5. Is he getting an Apple Watch 5?",0
6712,"My phone is not charging
 Says temp is to low",0
36965,I have not received an email to verify eligibility For my discount through my place of employment. I submitted the correct email and checked in junk as well. Concerned I will not be able to get my discount. ,0
24272,Hi! Can you help me get started with my new phone?,0
2084,Hi I have a question how much would it cost to replace the back of a cracked glass screen of an I phone X without warrenty  ? ,0
10955,Please cancel the insurance on my DIGIT_REDACTION line.,0
15520,Había solicitado que me eliminaran de la cuenta unos seguros que me incluyeron en mi cuenta DIGIT_REDACTION con un total de $32.80 y no lo han eliminado. Ya han pasado 5 días. ,0
12522,"My phone data is off, stuck in roaming mode",0
22043,Is Is my phone infected with a virus,0
20508,Phone says no SIM card ,0
19199,My phone is broken and I need a replacement,0
29705,"Check a claim 
",0
884,How much for me to fix my cracked screen ,0
12438,I'm pissed,0
9922,How do I cancel my phone insurance on both of my devices? It sent me right back here from the website provided.,0
38594,Getting rid of this device and need to learn how to back up pics and videos on iCloud ,0
11557,Battery draining to fast like in 3 h,0
24929,Is there a monthly charge call screening ,0
37014,I would like to cancel my protection plan please,0
1217,hi i was wondering if i could cancel the sprint complete plan on both of my devices,0
28765,I need to change my number ,0
28222,International call rates,0
32681,My phone screen is cracked? I just need to know if I’m still on the 29.00 plan to get my screen fixed ,0
5593,Accessories payment what’s it for￼,0
4537,Where can I get my screen repaired?,0
9405,Hi! Can you help me get started with my new phone?,0
36731,Pay bill,0
40726,Hi! Can you help me get started with my new phone?,0
7414,I can’t get my messenger to come up this is Brenda LAST_NAME,0
13074,"Hi there
",0
39746,Why can’t I cancel a claim online?,0
1984,Sorry i am at work,0
33443,Can I know how much Is my phone bill ?,0
10796,how do I cancel my service,0
3948,"Hello
",0
26113,Hi! Can you help me get started with my new phone?,0
11490,My phone not working right internet connection ,0
12718,Hi,0
2343,My service is to slower than usually ,0
36959,My phone was stollen,0
28153,"Hi, i'm Sean! i'm here to help you out.",0
36727,I need some help.,0
12076,My phone service got cut off. Can I get an extension till Friday when I get paid,0
16994,I can not retrieve my sprint complete storage photos when I go into account with new email and password no pictures show up these are pictures of my grandbabies,0
41823,Emails not downloadinf,0
19213,Remove sprint complete,0
1118,Back camera its cracked ,0
29069,"Hi, I'm a New York resident, I understand there a way to have insurance on my phones for $2.",0
16586,My hotspot when I use it has a very inconsistent connection ,0
18285,"Hello, i have dropped my phone. It cracked the screen really bad and broke the glass covering the camera on the back. I have insurance on the phone. What do i need to do to get it fixed? Thanks!",0
12133,I would like to talk to someone about how to fix my iPhone 11,0
40880,"I need call, but i need someone speek  Spanish. Please.",0
12922,Hi! How do I back my phone up through the storage app? I’m trying to transfer photos to the app,0
12472,ho,0
14714,How to fix my phone screen ,0
13377,How do I get my screen fixed,0
24017,How do I pay my phone bill,0
5702,I have a sprint cracjed screen for the numbet 2292558783 i already paid tge 29.00. The account is tamiala martin 2292910781 passcode 08071976 ,0
19296,How do I replace my damaged phone?,0
30790,How do I run. Diagnostics on my phone?,0
20336,Since Sprint has merged with T Mobile i dont have the same service.  My phone stays on roam a lot and when home i have to use my wifi a lot. I didnt use to have this issue. Have service towers changed?,0
4546,In the contacts there are some blue. Occasionally under contact Circle,0
34163,cancel insurance ,0
12614,I want to take the protection plan off of DIGIT_REDACTION,0
25258,Please discuss info about getting a new phone.,0
38734,I want to drop insurance on ipad,0
13241,My phone is unable to charge due to a moisture message that pops up every air try to charge it. It's been over 5 hours now even after I've dried it out. I'm almost running out of battery life and a replacement phone is probably what I need.  Can you start a claim and send a new phone please or is there another way to resolve this issue? ,0
39613,can you help me to remove the protection plan from one of our phones/lines?,0
20102,i have been billed for services that i did not request . ,0
31903,What is my bill,0
896,My account Balance,0
39516,sprint complete isn’t showing that i have apple care+ at the apple store for repairs ,0
32198,Make payment,0
18719,I received recently a phone from. Assurion and I have been having the same issue with this phone. And sprint techs keep doing the same thing to it . It work's for a little and right back to the same issue. How do I get this phone replaced with out paying again ,0
12470,Back screen cracked,0
1448,have a great day sorry thought i closed the chat,0
7102,Ok,1
12134,It is 6am,0
40190,"Back in Aug. 8th I was given a special for covid thru Dec. for 60.00 since my phone is payed off for, now I was just on chat with another person who is telling me I have to pay 127.00 for bill when I just payed 127.26 on Aug. 10 and at the time was offered this special to stay with sprint and keep my services I have now and offered my Hulu now I have been with sprint for many years, but I guess that doesnt matter anymore since i paid my phone, but I want to know if I am still getting this deal or not?  $60.00 a month  keep my services the same and hulu?",0
9121,"Hey Tech Expert, I have a question:",0
10928,"Hey Tech Expert, I have a question:",0
11150,Help,0
13143,I am trying to download my calendar app on my new phone and it won't download,0
9849,Hi would like to cancel my sprint protection ,0
9194,I would like to remove Sprint Complete-smartphone from the phone with number SSN5on my account,0
30520,Hi! Can you help me get started with my new phone?,0
11563,Hi! Can you help me get started with my new phone?,0
1715,Billing ,0
33464,I dropped my phone today and shattered the screen,0
13413,She was very accommodating and friendly. She was helpful in a very timely manner.,1
8015,"my other line has no network connection,  id like to have this issue fixed please.",0
30303,How do I claim to repair my tablet,0
5584,thank oyu so much,0
24417,I would like to use my insurance to replace my broken phone.  just not sure how,0
33802,"Hi there! I'd like to cancel the protection plan on all accounts on our plan, please",0
7087,"Two phones on my account were to have the Sprint Complete smartphone service removed on July 10,PIN_CODE. I spoke with your team then and the two phones still have the service. I was told on the 10th the plan would be prorated but here we are again. ",0
27055,I would like to cancel my insurance on this phone ,0
24781,Show me my calling ,0
13821,Sorry for the delay I am available to chat now,1
12100,"please remove insurance from plan of SSN9. when transfering the line I asked for basic one, the sAME i HAD FOR PHONE ...PIN_CODE WITH NO ADDITIONAL serives. No insurence needed or asked for",0
39861,Just got an A71 and maps is telling us that it cannot connect to Wi-Fi.. is there somewhere we can go to make sure maps is connected? Phone is showing Wi-Fi and Bluetooth and everything else on.￼￼,0
5396,Replacement screen ,0
30971,How long does it take to get my magic box,0
28779,"My service is still horrible, dropping calls losing audio for 30 sec at a time., internet working slow as can be.  You guys said the tech team would contact me, they haven’t. Why should I keep with your company.  ",0
5623,Still no service,0
32027,Trying to pair my Apple Watch with my phone,0
32435,I need my account number,0
25791,I'm unable to make calls or receive calls ,0
24675,please discontinue $15 insurance on 651-307-4544 and discontinue $19 insurance on 651-373-3336,0
37158,No network connection,0
19720,Omg thank you! You fixed it ,0
36478,i would like to drop the insurance i have on all 4 phones,0
31306,Hi I’m trying to find out if I qualify for the $29 screen repair ,0
14877,I need to active my online account but the info I’m putting there saying isn’t right ,0
39670,My phone galaxy 10 keeps saying temp is too low to charge,0
3509,Hola ,0
16090,I want to remove insurances off my 4 lines ,0
5051,I was expecting a signal booster on 8/3 and it hasn't come in. ,0
14096,I need  service ,0
24315,Is this working?,1
39402,Okay. ,0
8508,Hi i ,0
32559,Is there a living breathing individual that I can talk to about our once great now poor phone service?,0
20704,How do I activate my new phone?,0
18010,trying to remove sprint complete from two phones in my plan ,0
2033,Hello! I’d like to cancel the insurance plan for my phones. ,0
11815,I would like to remove my sprint complete please,0
5070,Cant make calls,0
3640,They were very helpful ! ,1
41340,I want insurance removed from phone ending in PIN_CODE,0
25145,Im trying to end the protection plan can you help me ,0
39029,When is my contract up?,0
7284,Please remove the protection and insurance charge for the 813 phone on my bill.  I did not authorize this. It was added without my knowledge and I dont need it.,0
28128,i need to remove my insurance ,0
39220,How do I access the Amazon prime included in our plan,0
11809,How can I get my cracked screen replaced ,0
38707,How can I change my password to access my bill,0
158,bye for now,0
24914,"How to get call screener app
",0
3804,I was told to call sprint because of my phones   configuration ,0
11397,Why do I not have service?,0
30284,I’m try to set up my iPad that they replaced it’s doesn’t have the internet or wifi,0
11404,How to cancel protection insurance?,0
288,Hi! Can you help me get started with my new phone?,0
20350,I would like to remove the insurance on my phone,0
34338,tablet dont have no connection,0
11480,"ok,thank you..I'll let cx know",0
31952,Can I have my insurance removed from my plan,0
17640,"Hi, I’d like to remove Sprint Complete from my Apple Watch add ons ",0
6796,I have a IPhone 8 that I’m trying to connect service to on my plan. DIGIT_REDACTION,0
14292,Hey,0
15576,I WOULD LIKE TO TAKE THE INSURANCE OFF MY 2 PHONES 201-919-2290 & 863-223-0845,0
29512,You too!,1
37488,I need the hulu link sent to SSN4,0
8478,I lost my phone. The number is DIGIT_REDACTION I'm using my daughter's phone to chat with U,0
36461,I keep getting an alert about viruses acting my phone ,0
23135, Hello,0
25514,Where can I pay my bill,0
3480,Sprint complete home ?,0
41834,I did not elect insurance coverage when I set up my service. I called in Jnauray and they were supposed to remove and reimburse. I'm still being charged.,0
34034,I need to cancel device protection. I told the rep when we first took the phone in that I did not want it and it seems I have been getting charged for it. It is for the line ending in PIN_CODE,0
28258,thank you ,0
7164,I want to remove insurance from my plan,0
17526,Hi! Can you help me get started with my new phone?,0
22008,Hello,0
33611,Hell0,0
3108,I never received the shipping label for SSN7,0
18030,"My phone isn't activited
",0
16973,I use Google message for my text messages. But the RCS is not working,0
28920,I wanted to know how do I go about getting an extension on my phone bill I set up a payment arrangement but was not really able to choose a date I’m good about paying my phone bill I just needed an extension to the 15th of this month,0
31124,Losing network service ,0
10123,I want to add secure wi-fi to my phone,0
9624,How do I unlock my phone?,0
16440,I would like to set up my new iPhone 11 which I just purchased from Sprint. I would like the assistance of a tech rep to walk me through the process,0
15464,I would like to remove the insurance from my iPad please. ,0
15165,My internet is so slow,0
24030,How do I turn on my location?,0
33218,"My incoming calls are not coming in
People are texting me to tell me the call is going stright to voice mail. It is not even showing up on my call log. This has been going on for over a month ",0
13959,I need to remove the Sprint Complete protection Insurance from 3 of my phone lines. This was added without my permission. ,0
2831,My screen just broke how di I change it?,0
33337,"We just want to make sure you still need help, if not, no need to reply.
If you do need us, send a message and we'll get you to a Tech Coach.",1
33761,My phone is hanging a lot of malfunctions. Calls immediately hang up once answered. The phone screen blacks out during calls without being by my face. And music randomly plays from an unknown app and has to be restarted to turn off the music. ,0
3471,My loaner has a very minor crack,0
36237,I have water damage and i believe i may need a new phone,0
31625,Hi - I have a cracked screen I’d like to get repaired and I read somewhere that it would only cost $30. Can you tell me where or how I can begin the repair? ,0
34819,"Hello, I am reaching out to remove Sprint Complete from my account.",0
24489,Which store can I have my iPhone 6 Plus battery replaced? My zipcode is ZIP_CODE,0
21721,Can we troubleshoot my device?,0
24195,"I did the latest update today, and now my phone thinks it should be on eastern time instead of central.",0
2119,I need help with something involving no caller id calls to my phone ,0
717,thank you and you too ,1
30854,I would like to cancel insurance on both my devices,0
34370,Hello how doci reset my password ,0
6621,I need to cancel an account,0
35382,I want to cancel the insurance ,0
1019,Can I pay off my phone in two installments ,0
6603,Claims ,0
23780,I was talking to someone about cell service showing “no service” they had me restart device and now I can’t find chat. ,0
40541,How do I track my other phone?,0
20625,"I am paying for the home protection on my old phone number.  can I transfer it to this number?  Old number 2104265634, this number is the primary number 2103918403.",0
35368,"Good Afternoon! You have reached your Sprint Complete Expert; my name is Liz. I understand you’d like to remove Sprint Complete from your account. Can you please provide the phone number of the device you’d like to cancel Sprint Complete coverage on today?” 
",0
32054,I have the da max and it’s not working ,0
16051,Need to unlock a phone,0
34778,Patrice ,0
36551,Are my photos backed up?,0
7503,I am trying to find out how much my bill is so I can pay it,0
2458,"1 more question, how do i remove the call forwarding ",0
30407,Need insurance off,0
31150,Where do I go to change my password and security question ,0
14265,How do I activate my phone ,0
23549,I am not receiving text messages from my sister for the last week. She says the problem is on my end...what do I do?,0
3655,please remove the sprint complete protection on my account ,1
5491,I have been trying to activated the call screener since last week but it keeps saying something went wrong it will take 15 minutes and it should be fixed well it’s been over a week and it’s not fixed ,0
26937,are you still there,0
8377,Remove unauthorized insurance from my account and all months this was charged unauthorized,0
11597,Hello ,0
37329,My phone still not working 🙍‍♀️,0
26976,i was trying to activate my new phone ,0
10274,Take sprint complete off my phone,0
39415,Hi! Can you help me get started with my new phone?,0
16527,Are you there ,0
35195,"I have 2 phones that share the same Apple ID, how do I disconnect from the Apple ID?",0
14588,My messenger does not download where i can receive my messages,0
21413,"Hello, I am reaching out to remove Sprint Complete from my account.",0
36143,Once again my email have doubled. I am receiving duplicates emails on my AOL account ,0
33522,need help with my billing phone DIGIT_REDACTION shows smartphone insurance included $19 charge and I did not request insurance on this phone have had it over a year ,0
41023,Hi my phone is not working properly,0
29434,How much longer till phone is paid off ,0
5926,Need to file a claim ,0
39733,I would like to cancel the phone insurance on one of my lines.,0
2439,I recently moved and my service is sometimes non existent. I have heard about  a magic box the helps with this problem. Is this info accurate?,0
23513,helloi,0
8836,How do l access .my account ,0
27930,Hi! Can you help me get started with my new phone?,0
37487,How to activate tidal ,0
6393,"Good morning,",0
33983,I am unable to connect to my internet from my home. I cannot get any wi do unless I am inside facility that offers wi fi,0
30,I need to know if the insurance I have on phone number SSN8 will repair a cracked screen,0
11313,Hi my iMessager won’t connect I am only able to send regular texts how do I fix this ,0
10443,I need to activate my  device ,0
19997,Is there also a way that an app can test my phone for any issues?,0
7888,I am having issues. I keep receiving a “No SIM Card Installed” message. I have to reboot my phone multiple times.,0
13630,I need to disconnect Sprint Complete,0
23711,I am having a error logging in ,0
30243,What is my insurance on my phone ,0
11027,My sons phone stoped working,0
29231,I cracked my screen on the upper part of the screen. Everything still works fine but would like to get it fixed before it gets worse. I believe we have insurance.... are cracks covered?,0
27498,Jennifer,0
39063,Hey I was trying to take a line from my account it was on hold but can u take it off and I like to make a payment as well ,0
31382,Hello,0
19667,Brian LAST_NAME,0
14544,yes im calling you,0
6578,Hello I’m requesting to take off my protection plan ,0
18249,Hello,0
30171,i need my phone fix its cuts out all the time and no one can hear  me  but i can hear them,0
22427,Why isn't my Wi-Fi calling working?,0
17984,What should my mobile network be set to?  ,0
17109,"Many people are getting dropped calls on the A20, it happened on my new phone today, calling my wife, and when she tried to cal back, ot would pick up tbe call",0
15266,Hi! So I lost my iPhone.... I got a new one.... I was able to sync my google contacts but not the ones in my iPhone..... is there any way to do that?,0
2846,where is my new phone,0
1030,My mailbox says it is full,0
2429,Trying to cancel my phones protections,0
26963,Do I have all the stuff for this phone?,0
29929,I need to check for insuring claim on one of my lines,0
8066,Running about being a Audible for an upgrade,0
28200,I can't receive text messages,0
22839,I want to cancel the insurance on one of our lines,0
13967,How do I activate my new phone?,0
7892,cancel protection plan,0
10146,Thanks for give me a crew of people that can help me with my phone I need it bad thank you am I still a sprint customer because really need some help and I’m glad tomorrow will showed up I guess I don’t know you guys,0
37183,yes,0
25335,"No other questions, thank uou",1
41244,"Hello, I'd like to move out protection plan when my IPhone will pay off.",0
28079,I have a question about my husbands new phone ,0
20321,"Can you please call me
DIGIT_REDACTION",0
8259,Why can’t I see my bill on my sprint app￼￼,0
33685,I signed up for 100g a mo th and only have 10g limit?! ,0
1126,How do I activate my new phone?,0
37650,How do i set my music back up on my phone? I have a loner phone but cant get my music ring tone back on my repaired phone and i also need to get my repaired phone turned back on,0
24232,Sprint charged me for insurance for a phone that I own on line (DIGIT_REDACTION. I called on July 28 to request cancellation of insurance and refund of $28 charge for insurance for two months. I was assured that the insurance will be removed and $28 credit given to my account. I was also told that the change will show up after two days and I would get email confirmation. None of that happened. Coukld you check what happened?,0
33143,I want to bill a headset to my account ,0
15265,Thanks Camille! That's all today. Have a good one!,0
8084,I need to cancel insurance. ,0
17917,I am returning a phone becau,0
31642,Ok,0
14492,Hey,0
24038,My text messages are not going through to recipients ,0
34758,can I add sprint complete to my phone?,0
7875,How do I enable third party billing in my Google store,0
26751,"Hi I want to cancel my insurance for my both 3 devices ( 2 phones, 1 watch)",0
33602,i need to remove the insurance on our account please,0
34083,Yez,0
37670,How do I check my data usage?,0
2445,i dont want Sprint care.....please cancel. I didnt agree to the $19 per month!!!!!!,1
6409,My Note 9 doesn't have the sprint call screener app that is supposed to be pre loaded on it,0
32932,using spring storage can the owner of the account see your stuff u put in it ,0
19451,How and where can I fix my cracked screen,0
585,Yes,1
26025,"Hi, there I just want to remove the ensures from the next numbers: 516-302 7584
                                         404-698 7454
                                          516-830 0730. 
I don’t want this charges for next bill. ",0
27246,Hi I would like to cancel my sprint complete plan,0
40470,I need my account closed as of today ,0
30896,"Hello, I was waiting for a call regarding MyHome from a conversation back in June.",1
7337,My son's iPhone 11 keeps restarting itself,0
12663,Ok ,0
571,hello,0
